,Population,zip code,household count,"<10,000","10,000~14,999","15,000~24,999","25,000~34,999","35,000~49,999","50,000~74,999","75,000~99,999","100,000~149,999","150,000~199,999",">200,000"
373,20876,98422,7510.0,3.0,1.7,3.8,5.2,9.3,19.7,15.9,22.2,10.3,8.9
374,9887,98446,3912.0,3.7,5.5,7.8,7.7,11.4,25.1,17.1,13.6,5.4,2.7
375,248,98527,129.0,26.4,5.4,0.0,6.2,26.4,10.1,25.6,0.0,0.0,0.0
376,27614,98498,11137.0,6.1,3.5,10.7,8.2,13.2,22.0,12.1,16.1,4.7,3.5
377,22697,98516,8714.0,5.1,3.8,4.1,7.2,10.9,23.1,14.8,18.0,7.5,5.5
378,4212,98524,1465.0,3.0,5.7,8.6,8.6,11.5,20.4,17.1,16.2,6.9,2.0
379,464,98535,216.0,26.4,0.0,13.0,0.0,18.5,13.9,7.4,20.8,0.0,0.0
380,1114,98547,529.0,0.0,26.3,14.9,7.6,21.2,12.1,13.2,2.5,0.0,2.3
381,11194,98550,4737.0,12.1,6.0,11.2,14.6,13.7,20.1,7.8,10.2,2.3,1.9
382,3262,98557,1244.0,4.6,5.0,9.2,10.6,18.3,20.3,15.3,13.9,1.6,1.3
383,142,98559,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,0,98562,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
385,768,98565,229.0,0.0,4.4,5.2,7.4,24.9,22.7,19.7,14.0,1.7,0.0
386,4883,98576,1855.0,4.4,3.7,10.2,10.8,15.8,21.3,12.2,18.9,1.3,1.2
387,325,98581,181.0,10.5,0.0,7.2,21.5,20.4,34.8,0.0,5.5,0.0,0.0
388,6944,98589,2649.0,7.4,2.8,9.7,8.2,14.1,24.3,10.2,18.5,3.1,1.6
389,449,98590,210.0,7.1,0.0,35.7,6.2,10.0,22.4,2.4,7.6,4.8,3.8
390,30963,98607,10543.0,2.4,1.2,4.8,6.6,9.0,15.7,15.0,25.0,10.0,10.3
391,951,98262,468.0,6.0,1.3,10.3,7.5,13.0,17.3,18.8,14.7,10.0,1.1
392,4287,99357,900.0,2.9,2.0,11.4,17.6,21.9,23.2,5.1,10.1,5.4,0.3
393,43031,99205,17769.0,7.2,5.2,11.8,12.9,16.8,21.6,14.4,8.0,1.2,0.8
394,16255,99218,5956.0,7.8,5.1,13.3,16.0,10.4,17.4,13.8,10.0,3.5,2.5
395,1249,99348,413.0,6.1,4.1,14.5,21.1,20.3,22.0,7.7,1.5,1.5,1.2
396,788,98941,313.0,7.0,4.8,12.8,5.1,17.3,19.5,21.4,5.8,6.4,0.0
397,940,98351,414.0,4.1,8.0,21.3,0.0,13.3,22.9,15.2,9.9,2.2,3.1
398,7128,98354,2861.0,1.9,5.8,9.4,5.0,10.9,24.5,15.4,17.0,5.7,4.3
399,638,98355,276.0,14.9,10.5,16.7,12.0,6.5,7.6,13.0,17.0,1.8,0.0
400,982,98361,514.0,1.8,6.8,18.9,11.5,15.2,31.9,0.0,6.2,0.0,7.8
401,14210,98363,5553.0,7.5,6.1,10.6,10.8,14.6,23.6,11.0,11.3,3.7,0.8
402,137,98364,54.0,0.0,0.0,0.0,0.0,0.0,53.7,0.0,46.3,0.0,0.0
403,28520,98367,10366.0,4.4,2.6,5.4,7.5,11.8,19.4,18.6,19.4,8.2,2.8
404,29480,98370,11448.0,3.2,3.2,7.3,8.1,11.5,18.3,14.4,22.0,7.0,5.0
405,38927,98374,13473.0,3.4,3.5,6.9,6.4,10.3,17.0,17.0,22.1,9.1,4.3
406,7758,98403,4299.0,8.3,5.7,7.0,10.4,14.1,20.1,8.4,13.9,6.1,5.9
407,21347,98407,9014.0,6.2,3.8,6.7,7.3,11.9,17.9,15.6,15.8,7.2,7.7
408,18335,98433,3958.0,3.2,0.9,6.4,17.9,27.0,28.3,11.0,4.9,0.3,0.0
409,5558,98439,2030.0,17.2,3.8,18.8,14.2,15.8,18.4,7.7,3.5,0.0,0.6
410,27103,98466,11174.0,5.1,4.5,9.8,11.9,13.3,19.5,12.6,13.1,5.2,5.2
411,30630,98499,12635.0,9.8,7.1,14.3,15.7,14.6,15.0,12.4,7.4,1.6,2.2
412,41415,98501,16957.0,5.6,3.0,9.3,7.2,12.0,18.0,16.1,17.5,5.4,6.0
413,31492,98502,13045.0,9.7,3.8,8.5,7.0,12.6,14.6,13.4,17.7,5.2,7.4
414,29666,98512,11600.0,4.7,3.7,7.8,5.9,12.2,21.1,18.0,15.8,7.8,3.0
415,23904,98520,8102.0,8.4,7.2,11.6,11.6,15.7,20.7,9.4,11.3,2.4,1.7
416,7095,98620,2792.0,13.7,6.0,9.2,12.4,10.9,25.9,11.4,10.1,0.0,0.4
417,2466,98548,1115.0,10.1,5.6,14.2,13.5,25.6,12.5,13.8,4.3,0.4,0.0
418,1125,98593,389.0,3.9,9.3,12.6,14.4,13.4,31.1,11.6,3.3,0.0,0.5
419,174,98616,77.0,0.0,0.0,0.0,53.2,19.5,0.0,0.0,13.0,0.0,14.3
420,39692,98125,18188.0,7.7,4.4,10.6,7.4,12.1,17.8,11.1,13.5,8.0,7.4
421,5600,98260,2591.0,6.0,4.7,5.3,7.7,13.0,21.3,12.6,18.8,6.2,4.4
422,3829,98333,1404.0,2.7,1.6,4.6,2.0,12.0,16.1,17.2,13.3,13.1,17.5
423,729,98421,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0
424,457,98613,151.0,4.6,3.3,10.6,7.3,18.5,20.5,13.9,15.9,4.0,1.3
425,58206,98012,21330.0,2.4,1.8,4.6,4.9,10.0,16.0,17.4,23.1,11.7,8.1
426,35445,98122,17119.0,6.4,5.3,7.5,8.0,12.1,16.0,10.8,16.1,6.4,11.4
427,36768,98198,13382.0,4.8,3.6,8.1,10.0,16.0,21.3,13.9,13.7,4.3,4.3
428,3828,98257,1739.0,5.7,4.7,9.7,8.1,15.6,24.7,10.8,13.3,4.6,2.9
429,6046,98315,1264.0,5.1,0.7,12.1,11.4,19.0,34.6,11.8,5.4,0.0,0.0
430,1690,98377,748.0,7.8,6.8,10.6,15.1,33.4,9.1,8.8,4.5,3.1,0.8
431,34119,98404,10950.0,11.3,6.1,10.1,10.6,14.3,22.0,13.0,10.0,1.6,0.9
432,24125,98405,9569.0,10.4,7.1,11.8,8.8,15.1,19.5,12.6,10.7,3.1,0.8
433,5821,98443,2239.0,3.8,0.8,9.4,10.5,9.6,20.6,13.6,16.8,10.7,4.2
434,218,98555,119.0,10.1,0.0,0.0,23.5,0.0,11.8,21.0,22.7,10.9,0.0
435,6752,98577,2713.0,7.4,5.7,15.0,14.6,17.2,17.4,10.4,9.7,2.2,0.5
436,403,98582,185.0,17.3,13.0,0.0,0.0,5.9,0.0,29.2,34.6,0.0,0.0
437,895,98585,339.0,5.9,12.4,0.0,7.7,8.3,18.9,18.9,18.0,0.0,10.0
438,20774,98043,8194.0,3.4,3.9,7.1,6.6,14.6,20.6,20.3,14.3,5.4,3.8
439,63724,98052,25255.0,3.4,2.2,3.6,3.9,6.4,13.2,12.2,22.1,13.6,19.4
440,43156,98092,15488.0,3.2,1.3,5.5,6.5,13.7,19.4,15.2,19.2,8.8,7.0
441,24030,98102,14565.0,4.7,1.9,5.6,6.2,10.9,18.8,13.9,19.9,7.5,10.6
442,24351,98108,8336.0,8.8,5.2,10.0,10.2,13.1,16.6,10.4,15.2,6.2,4.3
443,4835,98380,1794.0,3.7,1.8,8.5,5.5,17.1,10.3,17.8,21.2,8.4,5.7
444,16009,98467,6183.0,6.9,2.6,10.8,7.7,12.0,17.9,13.0,16.8,6.7,5.5
445,196,98536,111.0,50.5,0.0,16.2,0.0,19.8,13.5,0.0,0.0,0.0,0.0
446,2031,98564,908.0,5.2,3.4,20.0,9.7,18.2,21.6,7.8,9.6,3.3,1.2
447,35577,98604,11566.0,3.5,2.7,6.0,7.6,12.8,20.6,16.5,19.0,6.0,5.4
448,1195,98649,398.0,9.8,0.0,0.0,11.3,17.6,23.1,12.1,22.1,1.3,2.8
449,25830,98335,9781.0,4.0,1.6,6.5,6.5,9.3,17.9,14.3,17.9,8.4,13.5
450,4479,98359,1645.0,4.1,3.6,6.7,6.2,10.2,22.7,15.8,14.2,10.9,5.4
451,6344,98465,3035.0,10.1,9.4,9.1,7.0,14.6,17.0,14.3,10.5,4.2,3.8
452,23413,98075,7470.0,1.5,1.1,1.8,1.9,3.6,6.8,8.1,21.2,17.3,36.8
453,14678,98077,4895.0,4.3,0.4,1.3,3.4,6.8,8.2,12.7,17.5,15.2,30.1
454,36649,98087,12725.0,3.7,2.9,5.8,7.5,13.1,21.3,16.1,18.1,7.6,4.0
455,517,98542,204.0,11.8,7.8,10.8,8.8,2.0,27.5,2.9,28.4,0.0,0.0
456,117,99359,68.0,0.0,13.2,23.5,30.9,7.4,11.8,0.0,0.0,5.9,7.4
457,20080,99403,8474.0,7.5,6.9,12.8,13.6,16.0,16.9,11.8,8.7,4.8,1.1
458,76388,99301,22467.0,5.8,5.1,8.4,9.1,13.1,22.3,15.9,13.7,3.7,2.9
459,29652,99207,11700.0,9.7,8.6,18.7,14.3,17.6,18.3,7.9,4.1,0.6,0.2
460,750,99113,328.0,2.4,1.5,14.9,1.8,23.2,18.6,16.5,16.2,4.3,0.6
461,1889,99148,833.0,11.0,2.5,11.2,8.3,17.5,24.6,12.0,8.2,2.9,1.8
462,50529,99336,18174.0,9.2,6.2,14.6,10.0,15.6,20.5,11.9,7.5,2.5,2.0
